RECORD_TIME,H_WIND_AMOUNT,H_COLD_PRESS,H_QLWC,H_FYL,H_PRESS_DIFF,H_LYL,H_SF,H_ACT_FS,H_GDFN,OFT,TS,GFD,BFC
2024-02-01 16:00:00,6001.46,430.06,2.61,6.09,174.2,45.88,12.74,270.88,15140.06,1,1,1,1
2023-07-30 08:00:00,5918.3,437.04,1.0,5.28,175.83,45.6,5.11,256.48,13371.62,2,1,1,1
2023-09-27 07:00:00,5909.55,433.93,2.53,3.96,174.2,49.51,1.49,262.17,13964.29,1,1,1,1
2024-01-10 12:00:00,6009.55,430.61,3.7,6.06,174.8,46.79,8.72,266.56,14675.08,1,1,1,1
2023-12-09 08:00:00,6213.35,434.03,2.42,4.17,177.8,46.91,3.39,272.79,15903.8,1,1,1,1
2024-02-19 03:00:00,6035.29,431.48,2.03,6.05,175.35,47.65,17.78,273.02,15438.59,1,1,1,3
2023-07-27 03:00:00,5942.13,435.65,0.96,5.25,174.0,46.2,3.13,260.24,13838.57,1,1,1,1
2023-07-17 07:00:00,5986.66,436.25,0.0,4.98,174.42,45.24,1.83,261.88,14114.24,2,1,1,1
2023-04-13 01:00:00,5704.07,428.73,1.73,3.43,176.35,43.55,17.87,238.66,11167.81,2,1,1,1
2023-10-02 02:00:00,5332.39,400.49,1.67,0.0,172.36,44.77,2.29,237.84,10351.68,1,1,1,1
2023-06-09 15:00:00,5962.17,433.45,2.09,4.36,170.78,46.88,7.18,270.51,15470.41,1,1,1,1
2023-08-15 13:00:00,5822.55,425.55,1.08,3.28,173.51,44.39,3.48,249.43,12443.92,2,4,4,1
2023-03-11 11:00:00,5838.71,431.31,1.74,5.13,170.86,46.6,21.61,260.46,13610.24,1,3,3,1
2023-09-12 02:00:00,5794.46,433.78,1.2,5.23,174.44,44.22,2.17,252.1,12643.74,1,4,4,4
2023-05-02 13:00:00,5926.72,435.46,2.2,4.38,173.91,50.37,11.92,262.19,14459.2,1,1,1,1
2024-01-14 06:00:00,6053.89,435.41,3.56,6.01,179.42,47.01,13.8,266.53,14790.05,5,1,1,1
2023-11-07 08:00:00,5900.08,426.87,2.55,3.96,171.9,48.15,4.13,265.83,14330.63,1,1,1,1
2023-06-12 01:00:00,5771.91,426.11,2.07,3.26,171.65,46.6,4.46,258.72,13732.11,1,1,1,1
2023-06-27 10:00:00,5871.11,434.27,1.63,4.86,174.21,46.45,7.33,255.89,13210.93,1,1,1,1
2024-01-22 09:00:00,6009.54,430.72,2.02,6.04,175.29,46.66,12.37,266.83,14715.55,2,4,4,1
2023-04-20 16:00:00,5065.12,391.62,2.77,0.89,170.67,50.39,12.68,251.21,12129.49,1,1,1,1
2023-08-09 00:00:00,5967.52,436.91,1.09,5.43,176.05,46.19,3.76,257.46,13601.4,3,1,1,1
2023-09-19 16:00:00,5617.53,424.72,1.78,2.44,175.73,46.7,3.71,261.33,14064.69,1,1,1,3
2023-07-21 02:00:00,5943.6,433.87,0.0,5.03,172.23,46.08,4.95,259.55,13771.88,4,1,1,1
2023-11-23 07:00:00,5848.16,432.53,2.38,4.17,178.45,47.85,3.67,252.87,12876.25,1,1,1,1
2024-02-25 20:00:00,6036.83,435.22,1.76,6.03,179.31,47.39,20.31,270.26,15159.49,1,3,1,1
2023-06-01 02:00:00,5874.38,440.57,1.7,4.53,178.69,47.0,8.46,263.2,14437.93,1,3,3,1
2023-03-01 06:00:00,5924.47,428.63,2.04,5.04,167.87,47.44,19.63,265.09,14300.93,1,4,4,1
2023-10-23 16:00:00,5906.91,413.06,3.0,2.21,160.26,49.07,4.8,268.68,14643.67,1,1,1,1
2023-09-06 05:00:00,5768.79,435.86,1.2,5.42,176.42,44.16,1.68,250.74,12467.78,3,3,3,1
2023-07-29 03:00:00,5936.55,439.89,1.0,5.24,178.86,46.02,3.44,254.64,13230.36,1,4,4,1
2023-05-24 03:00:00,5883.44,441.59,1.58,4.42,179.61,47.3,16.45,260.85,14203.7,1,2,2,1
2023-11-05 04:00:00,5775.65,411.56,4.42,3.15,164.85,47.57,6.29,273.83,15351.95,1,1,1,1
2023-09-24 09:00:00,5834.82,431.23,2.36,4.0,171.43,48.47,2.57,256.62,13219.64,1,1,1,1
2023-04-10 10:00:00,5846.04,437.35,1.62,4.71,176.25,43.78,18.63,252.03,12761.96,1,1,1,1
2023-03-29 09:00:00,5716.1,406.23,3.33,5.25,151.63,47.4,20.39,261.16,13392.98,1,1,1,1
2023-04-22 10:00:00,5850.67,430.61,2.28,2.67,174.44,49.74,17.93,258.29,13856.78,1,3,3,1
2023-09-25 05:00:00,5946.38,434.05,2.33,3.93,173.98,48.78,3.41,264.06,14249.21,3,1,1,1
2023-10-06 07:00:00,4389.58,351.52,3.73,0.0,155.97,43.36,4.66,233.81,10160.89,1,2,2,1
2023-09-24 06:00:00,5878.72,435.79,2.26,3.88,175.9,49.42,2.84,257.76,13429.28,1,1,1,1
2023-05-11 01:00:00,5993.48,435.58,1.94,4.46,173.25,46.13,14.8,268.43,15326.16,5,1,1,1
2023-05-13 19:00:00,5971.83,437.31,1.82,4.45,175.63,46.88,14.44,259.23,14236.81,1,1,1,1
2023-08-14 05:00:00,5678.51,425.45,1.12,4.35,174.28,44.32,3.37,244.18,11628.18,2,1,1,1
2023-12-11 13:00:00,6041.18,426.46,2.51,4.86,170.89,46.1,4.55,261.79,14220.12,4,1,1,1
2023-06-22 22:00:00,5911.04,426.34,1.61,4.28,165.19,46.18,9.26,264.99,14724.21,3,1,1,1
2023-07-15 13:00:00,5877.18,430.84,0.0,5.1,171.17,44.93,4.01,258.37,13501.1,5,1,1,1
2023-10-08 07:00:00,5442.31,390.13,2.5,0.0,163.42,44.68,2.05,268.56,14392.69,4,1,1,1
2023-12-25 13:00:00,6083.43,434.46,2.14,5.67,178.67,46.76,4.77,268.26,15055.25,5,1,1,1
2023-07-17 21:00:00,6011.69,437.04,0.0,4.98,175.16,45.35,1.59,262.93,14287.77,1,1,1,1
2023-08-19 18:00:00,6047.52,434.26,2.48,4.94,173.63,44.79,1.37,269.61,15129.32,1,2,2,1
2023-08-08 00:00:00,5930.31,436.51,1.05,5.48,175.56,46.26,2.9,258.45,13624.69,1,1,1,1
2023-05-02 04:00:00,5986.43,438.79,2.08,4.34,177.26,49.91,13.55,260.49,14404.61,1,1,1,3
2023-08-16 06:00:00,5496.05,405.96,1.2,2.3,166.18,41.13,2.57,250.17,11890.24,4,1,1,1
2023-12-01 05:00:00,5841.47,434.29,2.23,2.58,179.92,47.98,5.47,247.19,12272.54,1,1,1,1
2023-06-18 04:00:00,5847.73,432.93,1.59,3.99,176.28,46.78,6.53,259.86,14022.27,5,1,1,1
2023-08-01 14:00:00,5910.58,437.23,0.95,5.5,175.72,45.45,4.99,257.61,13472.29,5,2,2,1
2024-02-07 10:00:00,6005.44,432.19,3.06,6.05,176.09,47.4,13.8,267.82,14810.23,1,1,1,1
2023-06-16 05:00:00,5953.45,431.1,1.65,4.06,174.49,47.33,4.45,264.92,14832.02,1,1,1,1
2023-03-24 23:00:00,5849.73,424.45,3.2,5.1,163.58,46.38,20.08,260.53,13658.08,5,1,1,1
2024-01-11 08:00:00,6050.99,429.75,3.47,6.01,173.85,47.14,9.31,266.93,14818.62,1,3,3,1
2023-06-04 19:00:00,5846.53,441.29,1.82,4.44,179.32,47.84,5.33,260.64,14092.75,1,1,1,1
2023-07-10 03:00:00,5963.98,429.98,0.0,5.02,167.47,44.89,6.07,263.78,14252.84,3,1,1,1
2023-12-29 17:00:00,6004.78,432.61,2.08,6.2,177.98,45.84,7.02,251.96,13093.56,3,4,4,1
2023-09-24 02:00:00,5938.89,429.59,2.45,3.94,169.45,48.98,2.6,266.75,14507.08,5,1,1,3
2023-09-28 03:00:00,5504.73,419.2,2.23,3.47,170.5,47.86,1.76,230.3,10016.02,5,1,1,1
2023-04-08 20:00:00,5831.99,441.12,1.64,4.68,180.17,44.43,16.02,247.51,12281.13,5,1,1,1
2023-10-19 20:00:00,6108.03,417.0,3.73,0.96,162.91,49.45,3.12,276.03,15987.32,1,1,1,1
2023-10-02 09:00:00,5700.24,419.14,1.64,0.0,174.03,44.94,1.51,253.68,12603.07,4,1,1,1
2023-03-02 22:00:00,6012.12,429.06,2.38,5.19,168.28,47.2,20.55,269.94,15074.45,1,1,1,1
2023-06-07 04:00:00,5947.82,438.39,1.96,4.38,176.12,47.35,7.35,268.2,15168.14,4,1,1,1
2024-02-19 13:00:00,5989.63,435.14,1.91,6.06,178.96,47.76,19.25,268.26,14823.46,1,1,1,1
2024-01-14 03:00:00,5958.06,433.61,3.52,6.11,177.69,47.14,12.43,261.13,13966.26,5,1,1,1
2023-10-21 21:00:00,6019.07,428.87,2.65,2.81,173.62,49.65,2.02,264.19,14434.26,1,3,3,1
2023-05-27 08:00:00,5822.21,439.45,1.69,4.58,177.52,46.61,10.11,258.57,13809.9,5,2,2,1
2023-09-28 05:00:00,5867.47,429.62,2.32,3.59,172.91,48.27,1.72,244.15,12011.77,5,1,1,1
2023-12-13 02:00:00,6029.24,433.97,2.46,4.96,179.08,47.14,7.96,259.99,14019.96,1,1,1,1
2023-07-10 05:00:00,5921.93,433.61,0.0,5.05,172.55,44.51,5.38,258.41,13593.69,3,1,1,1
2023-03-08 06:00:00,5903.56,437.77,2.05,5.28,177.4,48.36,19.85,259.33,13644.55,1,1,1,1
2024-02-03 07:00:00,5965.77,430.14,2.74,6.1,173.99,46.74,14.79,265.5,14466.09,1,1,1,1
2023-04-03 17:00:00,5828.57,433.0,2.68,4.88,174.16,46.05,18.69,255.87,13111.84,4,1,1,1
2023-06-23 09:00:00,5905.71,431.08,1.49,4.51,168.97,46.06,10.51,264.34,14638.78,1,1,1,1
2024-01-20 01:00:00,6049.75,434.53,2.14,6.0,178.46,46.75,11.84,265.88,14696.26,3,1,1,1
2023-07-05 17:00:00,5991.13,433.31,0.0,4.99,170.96,45.55,4.47,264.65,14422.39,1,1,1,1
2023-11-04 13:00:00,5518.16,405.16,3.61,1.71,172.24,45.94,4.82,256.01,13244.13,1,1,1,1
2023-04-04 00:00:00,5729.08,433.97,2.2,5.01,175.82,47.43,21.14,240.39,11370.01,4,1,1,1
2024-01-10 02:00:00,5967.66,433.81,2.97,6.1,178.63,47.63,10.12,260.93,13967.11,1,1,1,1
2023-04-10 07:00:00,5930.37,438.33,1.58,4.61,176.88,43.48,18.46,255.36,13282.82,1,1,1,1
2023-06-20 17:00:00,5838.12,428.67,1.79,4.02,173.68,45.99,3.89,258.35,13402.43,1,1,1,1
2023-05-07 00:00:00,5955.48,440.33,2.24,4.37,178.18,47.09,20.01,262.29,14528.36,2,1,1,3
2023-08-02 12:00:00,5912.41,434.02,0.96,5.5,172.62,44.88,3.89,260.5,13787.79,1,1,1,1
2023-12-01 13:00:00,5812.57,425.56,2.2,2.47,176.37,48.29,8.92,249.32,12430.94,1,1,1,1
2024-01-14 09:00:00,5994.5,435.08,3.36,6.07,179.39,47.11,12.41,262.39,14177.75,5,1,1,1
2023-08-06 03:00:00,5940.62,438.82,1.09,5.47,177.96,45.83,1.75,254.95,13271.0,1,3,3,1
2024-01-07 08:00:00,6053.72,431.7,2.4,6.2,175.94,46.67,7.87,269.0,15064.22,5,1,1,1
2023-12-24 20:00:00,5851.33,427.22,2.8,4.5,177.62,47.53,5.71,237.22,11316.53,3,1,1,1
2023-03-11 03:00:00,5850.42,433.37,1.92,5.1,173.11,46.17,20.79,258.79,13464.25,5,1,1,1
2023-12-29 05:00:00,6068.54,434.16,2.38,6.0,178.23,45.26,10.55,267.11,14869.66,1,4,4,1
2023-03-07 10:00:00,5889.04,436.38,2.19,5.31,176.16,48.18,22.3,258.49,13529.69,1,1,1,1
2024-02-15 17:00:00,5979.46,434.03,2.53,6.08,178.13,47.32,23.12,266.55,14605.88,1,1,1,1
2024-02-24 21:00:00,6002.26,432.66,2.01,6.07,176.69,46.96,20.88,267.83,14788.97,2,3,1,1
2024-02-18 04:00:00,6045.65,434.94,2.29,6.01,178.56,47.86,19.8,269.5,15089.22,1,1,1,1
2023-12-27 19:00:00,5995.36,434.11,2.0,5.84,178.51,46.57,10.02,260.94,14036.55,1,1,1,1
2023-08-02 04:00:00,5923.41,436.24,1.03,5.49,174.99,45.46,3.68,258.28,13571.87,1,2,2,1
2024-02-14 17:00:00,6069.0,432.51,2.22,6.0,176.08,47.63,22.19,272.17,15456.08,1,1,1,1
2023-06-03 20:00:00,5936.95,439.68,1.93,4.37,177.44,48.22,11.89,266.36,14938.35,1,1,1,1
2023-07-21 09:00:00,5922.99,438.78,0.0,5.04,177.07,46.64,2.85,255.78,13306.87,5,1,1,1
2023-08-12 06:00:00,5797.53,428.11,0.87,3.93,174.68,45.41,1.52,250.32,12474.17,1,1,1,4
2023-04-24 19:00:00,6034.56,437.62,2.76,3.87,175.58,48.17,15.33,263.71,14900.11,3,1,1,1
2023-03-31 15:00:00,5845.26,425.81,3.24,5.12,167.35,47.81,18.24,259.87,13564.38,1,1,1,1
2023-06-12 13:00:00,5831.08,427.31,1.98,2.9,174.29,46.37,6.34,260.42,14043.98,1,1,1,1
2023-04-19 14:00:00,3245.75,266.23,2.5,0.0,129.91,47.61,10.67,216.57,5997.88,4,1,1,1
2023-06-04 18:00:00,5845.31,438.57,1.85,4.44,176.47,47.89,5.31,261.56,14180.48,1,1,1,1
2023-05-31 08:00:00,5936.79,437.69,1.72,4.48,175.21,47.28,9.22,268.61,15186.36,1,1,1,1
2023-03-31 12:00:00,5850.05,428.37,3.26,5.1,170.29,47.85,16.86,260.46,13645.95,1,1,1,1
2023-11-09 06:00:00,5797.67,435.04,2.61,4.26,180.68,48.98,2.33,250.74,12540.17,1,1,1,1
2023-12-12 03:00:00,5914.31,435.14,2.6,5.02,181.01,47.43,5.05,252.34,12955.53,5,3,3,1
2023-04-15 04:00:00,5670.85,420.98,1.74,2.75,170.53,43.1,19.17,242.14,11427.22,2,1,1,1
2023-10-18 19:00:00,5973.79,416.01,3.63,0.0,165.45,48.49,2.07,267.56,14682.36,2,1,1,1
2023-10-22 19:00:00,5999.93,428.96,2.15,2.82,173.53,49.58,3.44,264.97,14485.99,3,1,1,1
2023-09-10 04:00:00,5730.41,435.67,1.28,5.29,176.57,44.75,1.22,247.02,12042.81,1,1,1,1
2023-04-24 12:00:00,5749.93,433.1,2.35,3.38,172.58,49.19,16.98,242.28,11959.49,3,1,1,1
2023-09-25 00:00:00,5916.12,435.61,2.31,3.96,175.32,48.26,3.19,261.53,13905.36,1,1,1,1
2023-04-02 06:00:00,5843.53,436.6,2.55,5.0,178.45,47.57,21.17,254.51,13021.79,5,1,1,1
2023-07-20 08:00:00,5933.05,439.0,0.0,5.04,177.71,45.73,4.84,252.88,13030.94,1,1,1,1
2023-09-10 13:00:00,5872.56,434.94,1.24,5.16,174.86,44.95,1.41,258.58,13491.15,4,1,1,1
2023-09-09 19:00:00,5859.1,435.59,1.34,5.13,175.93,45.07,2.63,252.62,12864.29,5,1,1,1
2024-01-28 11:00:00,5951.6,429.31,3.29,6.1,173.46,46.97,14.77,265.28,14397.17,5,1,1,1
2023-11-21 23:00:00,6032.61,432.26,2.63,2.81,176.56,48.48,6.17,264.19,14467.38,4,1,4,4
2024-01-28 22:00:00,5910.78,421.97,4.05,6.16,166.22,46.65,9.62,263.16,14058.68,1,1,1,1
2023-10-22 01:00:00,5998.73,427.94,2.38,2.82,172.42,50.76,2.71,264.46,14405.84,1,1,1,1
2024-02-25 12:00:00,6037.29,432.75,1.85,6.04,176.79,47.41,21.12,270.33,15157.21,1,1,1,1
2023-12-02 03:00:00,5103.63,371.69,3.47,0.0,154.94,47.31,10.8,245.11,10539.27,2,1,1,1
2023-05-22 23:00:00,5821.92,435.82,1.71,4.59,173.75,47.0,15.4,260.92,14052.38,1,1,1,1
2023-05-25 07:00:00,5856.46,436.97,1.88,4.43,174.98,46.4,13.92,263.59,14437.49,1,1,1,1
2023-03-24 19:00:00,5896.22,429.87,2.88,5.07,168.82,46.1,20.1,260.66,13767.81,5,1,1,1
2023-09-02 19:00:00,5849.59,434.08,1.47,5.34,174.15,44.65,3.38,256.39,13226.84,1,1,1,1
2024-01-23 17:00:00,6077.62,433.65,2.17,5.98,177.48,46.3,12.86,268.68,15076.95,1,1,1,1
2023-11-26 10:00:00,6121.6,430.24,3.1,2.65,174.34,47.46,7.21,271.11,15470.0,4,1,1,1
2023-03-13 02:00:00,317.54,-0.61,1.03,0.0,-0.39,36.89,6.69,0.0,0.0,5,1,1,1
2023-10-02 05:00:00,5504.96,404.59,1.63,0.0,168.12,45.34,2.36,250.13,11825.99,4,1,1,1
2024-01-09 06:00:00,6050.45,433.77,2.74,6.01,177.89,47.11,8.3,266.27,14740.64,1,4,4,1
2023-08-28 21:00:00,6049.29,435.88,1.7,5.16,175.18,44.81,2.04,268.51,15014.82,1,1,1,1
2024-01-12 13:00:00,6014.37,433.84,2.87,6.04,177.95,47.19,12.77,265.45,14557.04,4,1,1,1
2023-08-20 19:00:00,6078.71,430.86,1.89,4.91,169.56,44.94,1.67,270.52,15297.05,4,1,1,1
2023-10-01 13:00:00,5734.97,428.16,2.09,0.0,178.97,49.32,1.23,240.56,11412.02,1,1,1,1
2024-02-12 05:00:00,6021.54,429.97,2.61,6.03,174.95,47.1,17.25,266.25,14667.4,1,1,1,1
2023-05-05 20:00:00,6050.3,438.63,1.97,4.3,176.21,46.78,21.07,269.1,15541.76,5,1,1,1
2024-01-03 08:00:00,6025.11,435.1,2.22,6.06,179.31,47.4,8.91,264.97,14528.37,3,1,1,1
2023-12-31 22:00:00,6052.05,434.44,2.06,5.97,178.96,46.87,7.16,265.9,14704.58,1,1,1,1
2023-03-31 00:00:00,5872.21,420.44,2.96,5.09,158.99,46.57,19.72,265.19,14191.96,4,2,1,1
2024-01-17 17:00:00,5959.33,426.93,2.89,6.11,171.08,46.46,7.88,266.0,14483.36,4,1,1,2
2023-07-26 17:00:00,5924.98,434.93,1.08,5.25,173.25,45.91,2.39,255.51,13305.27,1,1,1,1
2023-10-17 04:00:00,5969.47,421.3,3.05,0.0,170.95,47.88,1.6,270.24,15479.92,1,1,1,3
2023-04-20 19:00:00,5530.72,404.68,2.75,0.76,171.11,49.85,13.2,262.82,14008.99,1,1,1,1
2023-09-29 12:00:00,5796.99,432.67,1.89,3.39,178.03,44.54,1.11,250.36,12486.23,1,1,1,1
2023-09-27 00:00:00,5869.67,435.62,2.4,3.99,175.72,48.99,2.05,258.34,13461.64,5,4,4,1
2024-01-22 22:00:00,6005.7,432.22,2.02,6.08,176.33,47.8,11.26,265.69,14565.8,1,1,1,1
2023-03-29 12:00:00,5693.47,418.01,3.15,5.17,163.39,47.93,22.13,251.5,12373.28,4,1,1,1
2023-12-16 10:00:00,6125.89,432.55,2.38,5.51,176.38,46.25,7.21,269.18,15262.03,4,1,1,1
2023-04-04 21:00:00,5969.15,438.04,2.0,4.83,176.31,45.59,21.7,261.54,14040.3,2,1,1,1
2023-07-21 16:00:00,5956.01,440.76,0.0,5.01,179.45,45.68,4.84,256.47,13458.34,5,1,1,1
2023-09-07 18:00:00,5882.7,436.08,1.36,5.31,176.14,44.02,1.61,258.76,13527.91,2,1,1,1
2023-10-05 21:00:00,3935.06,300.55,2.29,0.0,138.67,44.59,3.48,251.79,11440.53,1,1,1,1
2023-04-21 02:00:00,3132.48,255.15,1.79,0.0,130.86,48.82,17.87,191.08,4230.85,3,1,1,1
2023-06-14 11:00:00,5920.83,427.25,1.91,3.32,173.04,46.22,3.9,266.57,14927.55,5,1,1,1
2023-12-08 20:00:00,6035.8,424.48,3.36,4.31,169.94,46.55,2.79,255.29,13526.64,5,3,3,1
2023-05-08 23:00:00,5847.24,436.91,2.12,4.32,176.41,47.69,17.92,254.36,13402.18,3,1,1,1
2023-06-08 09:00:00,5955.88,436.06,2.07,4.37,173.54,46.33,8.22,268.61,15253.41,5,1,1,1
2023-10-19 12:00:00,5822.39,408.94,3.23,0.0,158.57,49.57,3.38,276.79,15824.81,1,1,1,1
2023-11-14 01:00:00,0.0,26.83,0.65,0.0,-0.64,0.0,1.6,0.0,0.0,1,1,1,1
2023-10-17 15:00:00,5938.31,424.36,3.0,0.0,174.01,47.98,1.44,269.6,15292.67,5,1,1,1
2023-08-09 07:00:00,5914.38,437.66,1.09,5.48,176.8,46.76,2.93,257.2,13458.08,1,1,1,4
2023-05-02 20:00:00,5943.77,437.68,2.06,4.38,176.15,48.99,14.22,259.49,14195.05,1,1,1,1
2023-06-14 08:00:00,5917.33,426.55,1.93,3.1,172.65,45.5,3.79,264.85,14721.26,5,1,1,1
2024-03-01 09:00:00,6010.16,431.29,1.82,6.06,175.35,47.07,22.1,271.28,15179.65,1,1,1,1
2023-10-29 11:00:00,5809.74,422.35,2.04,2.91,170.63,47.85,2.68,256.36,13113.66,4,1,1,1
2023-10-13 14:00:00,227.43,30.69,1.09,0.0,8.11,48.12,1.83,27.97,364.7,1,4,4,1
2023-08-15 17:00:00,5698.91,422.85,1.0,3.3,172.19,44.8,3.04,242.91,11542.01,2,1,1,1
2023-12-11 16:00:00,6123.59,429.75,2.6,4.81,173.81,46.84,4.01,271.42,15516.92,3,3,3,1
2023-06-29 05:00:00,5912.21,433.69,1.65,5.03,171.54,46.5,9.15,259.6,13691.87,4,1,1,1
2023-12-24 12:00:00,5905.89,433.71,3.07,5.65,179.21,48.46,4.01,251.36,12815.12,5,1,1,3
2023-04-05 15:00:00,5864.23,431.1,2.72,4.88,169.65,44.03,18.48,258.4,13465.75,1,1,1,1
2023-05-05 11:00:00,5952.46,435.41,1.91,4.37,173.51,46.82,19.44,262.48,14549.92,1,1,1,1
2023-06-23 18:00:00,5953.92,435.64,1.45,4.48,173.14,46.47,10.03,266.5,15005.28,1,1,1,1
2023-12-06 09:00:00,6075.47,431.28,3.06,3.32,175.62,47.12,5.06,270.41,15267.71,3,1,1,1
2023-10-23 01:00:00,5953.91,430.6,2.13,3.05,175.49,49.0,3.67,257.49,13566.57,3,1,1,1
2023-07-30 15:00:00,5962.81,436.28,1.1,5.25,174.82,46.39,5.34,259.25,13776.8,1,1,1,1
2023-06-25 16:00:00,5940.62,432.15,1.48,4.59,169.91,46.0,7.21,260.17,13813.3,2,1,1,1
2023-11-29 05:00:00,5938.75,432.92,2.44,4.06,177.7,48.98,3.97,259.85,13788.78,1,1,1,1
2023-12-31 05:00:00,6001.33,434.22,2.49,6.06,178.6,46.56,6.68,263.35,14301.69,4,1,1,1
2023-05-15 05:00:00,5996.97,432.81,1.43,4.44,170.52,47.35,13.15,262.24,14623.74,1,1,1,1
2023-12-13 22:00:00,1398.34,114.58,1.61,0.0,49.26,46.75,7.11,102.9,2510.57,1,1,1,1
2023-10-10 12:00:00,2087.44,145.49,0.86,0.0,85.19,45.28,0.99,175.81,3362.74,2,1,1,1
2023-05-07 03:00:00,5970.14,439.5,2.21,4.35,177.62,46.28,16.61,260.45,14385.2,2,1,1,3
2023-06-27 19:00:00,5966.58,438.0,1.49,5.02,175.92,46.11,8.53,255.36,13367.44,5,1,1,1
2023-09-29 06:00:00,5720.56,433.0,1.9,3.63,179.36,46.96,1.41,244.59,11779.53,1,1,1,1
2023-12-08 10:00:00,6025.52,422.95,3.18,3.9,168.05,46.24,3.85,262.55,14299.89,2,1,1,1
2023-09-16 03:00:00,5882.21,435.54,1.12,5.08,176.14,44.8,2.88,255.66,13221.81,4,1,1,1
2023-04-28 08:00:00,6000.4,433.84,2.01,3.27,177.2,48.77,18.91,260.99,14495.95,1,1,1,1
2023-05-26 06:00:00,5888.99,431.81,1.96,4.37,169.09,45.77,12.34,268.64,15079.64,1,1,1,1
2023-04-21 06:00:00,5249.3,397.06,2.57,0.0,175.31,51.89,11.65,255.53,12571.45,3,1,1,1
2023-11-11 21:00:00,5872.13,430.25,2.43,4.32,175.65,47.17,2.87,258.86,13528.35,2,1,1,1
2024-01-14 13:00:00,6019.73,433.2,3.48,6.04,178.76,46.04,12.14,263.64,14382.12,5,4,4,1
2023-07-08 18:00:00,6035.53,436.39,0.0,4.96,173.84,46.25,4.58,263.47,14398.17,2,1,1,1
2023-12-16 20:00:00,6062.52,433.0,2.55,5.59,177.11,46.67,8.81,263.85,14520.25,4,1,1,1
2023-07-04 18:00:00,5920.88,436.73,0.0,5.04,174.46,46.0,3.59,259.94,13742.07,4,1,1,1
2023-09-03 17:00:00,5939.58,429.83,1.51,5.17,169.24,43.61,3.12,269.62,14844.72,1,1,1,1
2023-03-15 02:00:00,4117.64,324.86,1.99,0.0,146.27,42.59,28.1,234.96,10050.33,4,1,1,1
2023-09-10 23:00:00,5948.25,435.17,1.11,5.09,174.98,44.26,1.55,263.38,14186.72,4,1,1,1
2023-08-20 02:00:00,6020.39,430.76,1.97,4.97,169.58,44.88,1.28,273.28,15439.14,2,2,2,1
2024-01-10 03:00:00,5989.01,435.45,3.1,6.08,179.87,47.06,9.68,262.74,14198.55,1,1,1,1
2023-03-06 08:00:00,5939.73,434.62,2.73,5.24,174.13,47.38,21.61,262.78,14095.65,1,1,1,3
2023-12-15 07:00:00,6049.63,430.86,2.08,5.37,175.41,46.88,6.33,264.53,14541.07,1,1,1,1
2023-11-27 13:00:00,6064.49,432.71,4.01,3.84,176.8,48.41,6.55,268.86,15055.05,2,2,2,4
2023-06-09 01:00:00,5983.05,433.6,2.17,4.42,171.06,45.63,9.8,271.41,15637.38,1,1,1,1
2023-03-25 18:00:00,5942.78,418.72,3.02,5.03,157.23,45.49,21.16,267.79,14649.61,3,1,1,1
2023-09-13 02:00:00,5890.3,437.38,0.96,5.13,177.79,44.57,1.7,255.22,13180.57,1,1,1,1
2023-03-12 02:00:00,5873.93,421.02,1.97,5.09,160.27,40.33,20.99,268.46,14546.48,1,1,1,1
2023-07-28 23:00:00,5881.85,437.71,0.99,5.3,176.55,45.78,3.7,254.08,13047.13,1,1,1,1
2023-04-03 19:00:00,5880.75,435.76,2.39,4.89,176.37,47.64,20.39,256.26,13280.15,4,1,1,1
2024-02-14 13:00:00,6023.36,428.42,2.25,6.05,172.14,47.02,21.19,273.19,15455.0,1,1,1,1
2023-12-24 19:00:00,5921.28,425.36,2.88,4.52,176.24,47.51,3.77,241.37,11859.99,5,1,1,1
2023-10-04 06:00:00,0.0,-0.69,0.73,0.0,-0.4,42.2,0.89,0.0,0.0,1,3,3,1
2023-04-04 22:00:00,5982.38,438.04,2.08,4.83,176.45,46.18,21.77,260.31,13942.08,2,1,1,1
2023-11-09 13:00:00,5759.65,427.24,2.67,3.78,176.26,47.65,2.14,248.39,12220.02,3,1,1,1
2023-07-09 20:00:00,5966.19,434.55,0.0,5.02,172.39,46.67,4.44,258.93,13767.85,4,1,1,1
2023-05-26 20:00:00,5965.74,438.47,1.77,4.35,175.88,47.47,9.0,266.52,15027.55,1,1,1,1
2023-03-25 17:00:00,5936.96,414.71,3.04,5.03,153.09,45.64,22.1,268.3,14699.7,3,1,1,1
2023-10-20 18:00:00,5987.2,424.93,3.2,2.12,171.67,49.32,4.87,265.18,14466.8,1,1,1,1
2023-03-01 13:00:00,5968.85,429.44,2.07,5.01,168.69,47.5,20.61,267.53,14671.44,1,4,4,1
2023-09-04 06:00:00,5956.2,434.09,1.35,5.23,173.98,43.89,3.13,262.71,14135.96,4,3,3,1
2024-01-23 18:00:00,6037.13,433.79,2.31,6.03,177.38,46.53,12.84,266.45,14717.86,1,1,1,1
2023-05-09 23:00:00,6056.9,434.57,2.06,4.32,176.03,46.06,13.32,271.45,15815.75,1,1,1,1
2023-12-14 21:00:00,5977.34,431.68,2.27,5.23,176.67,46.59,10.83,259.14,13796.83,5,1,1,1
2023-12-15 21:00:00,6057.33,429.72,2.57,5.58,174.6,46.64,5.19,262.25,14314.94,5,1,1,1
