RECORD_TIME,D,E,F,G,H,I,J,K,L,M
2023/9/14 12:00,62.9,54.9,52.4,50.6,47.5,46.7,44.3,48.4,68.7,92.4
2023/9/14 11:00,62.9,55.1,52.6,50.8,47.6,47,44.5,48.6,69.5,98.7
2023/9/14 10:00,62.7,55,52.5,50.9,47.5,46.9,44.3,48.5,69.7,91.1
2023/9/14 9:00,63.3,55.2,52.8,51.1,47.6,47,44.4,48.7,70.4,94.6
2023/9/14 8:00,64,55.4,53.1,51.4,47.8,47.2,44.6,48.8,71.4,83.4
2023/9/14 7:00,64.8,55.7,53.2,51.6,48,47.3,44.8,49.1,72.6,81.3
2023/9/14 6:00,65.3,55.8,53.2,51.7,47.9,47.1,44.7,49,72.7,80
2023/9/14 5:00,66,56,53.3,51.8,47.9,47,44.7,49.1,71.7,79.7
2023/9/14 4:00,66.5,56.3,53.5,52,48.1,47.1,45,49.2,70.1,83.5
2023/9/14 3:00,66.3,56.4,53.6,52.1,48.2,47,44.9,49.1,64.6,79.8
2023/9/14 2:00,66.2,56.5,53.7,52.3,48.2,46.9,44.9,48.8,59,80.3
2023/9/14 1:00,66.9,56.8,54,52.5,48.3,46.8,45,48.5,58.4,81.7
2023/9/14 0:00,67.4,57,54,52.6,48.2,46.7,44.8,48.1,59.4,82.2
2023/9/13 23:00,67.3,56.8,53.9,52.5,48,46.2,44.4,47.6,59.5,79.2
2023/9/13 22:00,67.6,57,54.4,53,48.4,46.5,44.8,47.8,61,79.1
2023/9/13 21:00,67.5,57.2,54.6,53.4,48.7,46.6,45.2,48.1,63.8,81.1
2023/9/13 20:00,66.9,57.1,54.6,53.3,48.5,46.5,45.1,48.1,66.6,82.4
2023/9/13 19:00,66.2,56.9,54.7,53.2,48.3,46.3,44.9,48.1,70.2,82.3
2023/9/13 18:00,65.6,56.9,54.9,53.3,48.3,46.3,44.7,48.1,75.8,81.7
2023/9/13 17:00,65.3,57,55.1,53.4,48.3,46.4,44.5,48.2,80.4,80.2
2023/9/13 16:00,65.4,57.2,55.4,53.5,48.4,46.5,44.6,48.3,83,81.2
2023/9/13 15:00,65.2,57.4,55.5,53.5,48.5,46.7,44.8,48.6,83.4,81.6
2023/9/13 14:00,65,57.4,55.5,53.5,48.5,46.7,44.9,48.8,78.2,77.7
2023/9/13 13:00,64.5,57.1,55.4,53.4,48.5,46.7,44.8,48.7,69.2,86.2
2023/9/13 12:00,64.1,56.8,55.2,53.1,48.3,46.6,44.7,48.4,65,93.6
2023/9/13 11:00,64,56.8,55.1,52.8,48.1,46.5,44.6,48.4,65.8,85.3
2023/9/13 10:00,64.2,56.9,55,52.7,48.2,46.5,44.6,48.7,67.1,84.1
2023/9/13 9:00,64,56.7,54.6,52.2,48.1,46.5,44.6,48.8,68.6,86.1
2023/9/13 8:00,63.4,56.6,54.4,51.9,48.1,46.7,44.6,48.8,71.4,87.6
2023/9/13 7:00,63.5,57,54.2,51.8,48.5,47.4,45.2,49.4,73.8,86.6
2023/9/13 6:00,62.6,56.1,52.8,50.8,47.9,47,44.7,49.2,73.9,87.4
2023/9/13 5:00,62.2,55.2,52,50.4,47.7,46.7,44.5,49.1,69.5,86.2
2023/9/13 4:00,62.4,55.4,52.2,50.4,47.9,46.9,44.9,49.3,68.1,84.5
2023/9/13 3:00,63.2,56,52.4,50.6,48.2,47.2,45.3,49.4,69.8,83
2023/9/13 2:00,63.7,56.1,52.6,50.4,48.2,47,45.1,49,69,82
2023/9/13 1:00,63.5,55.8,52.6,50.2,47.8,46.5,44.5,48.4,70.1,82.7
2023/9/13 0:00,64.1,56.2,53,50.5,48.2,47,45.1,48.8,73.9,87.4
2023/9/12 23:00,64,56.1,53,50.3,48.1,46.9,45,48.9,77.3,91
2023/9/12 22:00,63.9,56.3,53.1,50.3,48,47,45,49,74.2,92.1
2023/9/12 21:00,63.4,56.2,52.8,50.1,47.7,46.8,44.6,48.6,71.6,93.7
2023/9/12 20:00,63.1,55.9,51.8,49.9,47.5,46.5,44.1,48.2,72,89.9
2023/9/12 19:00,62.6,55.3,50.9,49.7,47.2,46.2,44,47.8,78.3,98.4
2023/9/12 18:00,63,55.3,50.9,49.9,47.3,46.4,44.1,47.8,88.4,94.3
2023/9/12 17:00,63.1,55.4,51,50.1,47.4,46.6,44.2,47.9,97.1,96.5
2023/9/12 16:00,63.3,55.6,51.4,50.3,47.7,46.9,44.5,48,98.7,96.3
2023/9/12 15:00,63.6,55.8,51.7,50.7,48.1,47.3,44.8,48.1,81.3,85.7
2023/9/12 14:00,63.1,55.5,51.4,50.3,47.7,46.9,44.4,47.6,72.6,82.8
2023/9/12 13:00,62.3,55.1,51,49.8,47.2,46.3,43.8,47,71.7,82.2
2023/9/12 12:00,62,54.9,50.9,49.7,47,45.9,43.5,46.6,69.7,81.5
2023/9/12 11:00,62.6,55.6,51.4,50.1,47.6,46.4,44,47.2,69.8,81.1
2023/9/12 10:00,63.6,56.4,51.9,50.6,48.2,47.1,44.7,48.1,69.8,82.1
2023/9/12 9:00,63.9,56.5,51.9,50.6,48.3,47.3,44.9,48.5,70.5,83.3
2023/9/12 8:00,63.2,55.9,51.3,49.9,47.8,46.7,44.3,48,72.3,85.4
2023/9/12 7:00,62.6,55.3,51.2,49.7,47.4,46.3,43.9,47.9,75.8,87.6
2023/9/12 6:00,63.2,55.8,51.6,50.1,48,47,44.6,48.7,74.4,91.6
2023/9/12 5:00,63,55.5,51.3,49.9,47.8,46.8,44.3,48.5,72.9,88.3
2023/9/12 4:00,63.3,55.5,51.7,50.2,48.2,47.1,44.5,48.6,70.1,84.8
2023/9/12 3:00,64,56.1,51.9,50.5,48.7,47.6,45,49.1,71,85.4
2023/9/12 2:00,63.6,55.9,51.8,50.3,48.5,47.3,44.6,48.8,73.1,86.1
2023/9/12 1:00,64.4,56.4,52.2,50.7,49.1,47.7,45.1,49.1,72.2,85.4
2023/9/12 0:00,65.1,56.7,52.6,50.8,49.4,47.8,45.3,49.1,72.2,81.9
2023/9/11 23:00,65,56.5,52.4,50.7,49.3,47.6,45.2,48.9,72.9,81
2023/9/11 22:00,65,56.4,52.4,50.7,49.3,47.6,45.1,48.8,73.9,81.1
2023/9/11 21:00,64.8,56.4,52.5,50.7,49.4,47.5,44.9,48.7,73.5,80.1
2023/9/11 20:00,64.6,56.5,52.6,50.7,49.4,47.4,44.8,48.6,73.7,80
2023/9/11 19:00,64.3,56.4,52.6,50.7,49.5,47.4,44.9,48.6,75.6,81.8
2023/9/11 18:00,63.9,56.4,52.7,50.7,49.7,47.6,44.9,48.4,78.5,82.5
2023/9/11 17:00,63.6,56.6,52.7,50.7,49.7,47.6,44.8,48.3,83.8,83.5
2023/9/11 16:00,63.5,56.6,52.6,50.5,49.6,47.6,44.8,48.2,85.5,84.7
2023/9/11 15:00,63.6,56.4,52.4,50.2,49.4,47.3,44.6,48,83.5,86
2023/9/11 14:00,63.8,56.3,52.4,50.2,49.2,47.1,44.5,47.7,80.7,84.2
2023/9/11 13:00,63.8,56.4,52.4,50.1,49.2,47,44.3,47.5,79.2,80.9
2023/9/11 12:00,63.8,56.4,52.3,50,49.1,46.8,44.1,47.3,77.1,77.2
2023/9/11 11:00,63.8,56,52.3,50,49.1,46.6,44,47.3,73.6,75.2
2023/9/11 10:00,63.8,56,52.4,50.2,49.3,46.8,44.2,47.5,73.3,74.3
2023/9/11 9:00,63.8,55.9,52.4,50.4,49.6,47.3,44.6,47.7,76.3,77.6
2023/9/11 8:00,63.7,55.3,52.2,50.3,49.6,47.4,44.5,47.5,76.6,80.5
2023/9/11 7:00,63.5,55,52.3,50.3,49.3,47,44.2,47,77.2,80.2
2023/9/11 6:00,63.5,55,52.6,50.6,49.3,46.8,44.2,46.7,77.4,79.9
2023/9/11 5:00,63.4,55.1,52.6,50.6,49.3,46.8,44.3,46.7,76.7,80.9
2023/9/11 4:00,63.2,55.2,52.8,50.9,49.4,46.9,44.7,47,77.7,82.9
2023/9/11 3:00,63.4,55.3,52.8,51,49.6,47.2,44.8,47.4,78,84.7
2023/9/11 2:00,63.7,55.1,52.6,51,49.5,47.1,44.7,47.4,80.6,82.5
2023/9/11 1:00,63.6,54.9,52.4,50.7,49.4,46.6,44.4,47.2,81.7,81.6
2023/9/11 0:00,63.3,54.9,52.3,50.8,49.4,46.6,44.5,47.4,78.6,82
2023/9/10 23:00,63.2,54.9,52.3,50.9,49.5,46.7,44.6,47.6,74.9,82.3
2023/9/10 22:00,63.1,54.8,52.1,50.8,49.3,46.7,44.4,47.6,72.6,82.8
2023/9/10 21:00,62.7,54.4,51.8,50.6,49,46.5,44.1,47.3,74.5,79.4
2023/9/10 20:00,62.2,54,51.7,50.6,48.9,46.4,43.8,47.3,75.5,78.4
2023/9/10 19:00,62.3,54.2,52,51.1,49.1,46.6,44,47.5,76.4,79.5
2023/9/10 18:00,62.8,54.7,52.4,51.5,49.4,47,44.2,47.9,77.6,80.6
2023/9/10 17:00,63.3,55,52.8,51.9,49.8,47.3,44.5,48.2,77.5,81.4
2023/9/10 16:00,63.5,55.2,52.8,52,50,47.6,44.8,48.6,77.7,81.6
2023/9/10 15:00,63.4,55,52.7,52,50,47.5,44.8,48.6,81.4,82.9
2023/9/10 14:00,62.8,54.6,52.7,52,50,47.3,44.5,48.2,77,82.5
2023/9/10 13:00,62.5,54.5,52.9,52.3,50.2,47.4,44.6,48.1,76.4,79.8
2023/9/10 12:00,62.2,54.6,53,52.6,50.4,47.6,44.8,48,75.4,78
2023/9/10 11:00,61.7,54.4,53,52.7,50.4,47.5,44.6,47.6,75.3,77.9
2023/9/10 10:00,61.1,54,52.6,52.5,50.2,47.2,44.2,47,75.2,77.2
2023/9/10 9:00,61.3,53.7,52.5,52.6,50.4,47.4,44.4,47.1,73.3,75
2023/9/10 8:00,61.8,53.7,52.5,52.7,50.5,47.6,44.5,47.2,73.9,73.8
2023/9/10 7:00,61.6,53.4,52.2,52.6,50.3,47.3,44.2,47,73.8,73.3
2023/9/10 6:00,61.3,53.3,52.1,52.7,50.3,47.3,44.3,47.2,72.3,72.5
2023/9/10 5:00,61.2,53.5,52.1,52.9,50.4,47.4,44.5,47.5,74.2,74.2
2023/9/10 4:00,61,53.6,52.3,53.2,50.5,47.6,44.5,47.6,75.9,77
2023/9/10 3:00,61.2,53.8,52.6,53.6,50.7,47.7,44.6,47.6,76.2,77.5
2023/9/10 2:00,61.6,53.9,52.6,53.9,50.9,47.9,44.6,47.6,75.4,77.1
2023/9/10 1:00,61.9,54,52.6,54.1,51,48.1,44.7,47.6,75,76.5
2023/9/10 0:00,61.9,53.9,52.5,54.2,50.9,48,44.5,47.6,76.3,76.6
2023/9/9 23:00,61.8,53.9,52.4,54.2,50.8,47.8,44.4,47.5,76.7,77.3
2023/9/9 22:00,61.2,53.7,52.5,54.3,50.5,47.3,44.1,47.1,76.4,77.3
2023/9/9 21:00,61,54,52.9,54.8,50.6,47.2,44.1,47.1,75.9,78.1
2023/9/9 20:00,61.5,54.5,53.3,55.2,51,47.5,44.5,47.5,76.5,79.1
2023/9/9 19:00,62,54.9,53.4,55.3,51.3,47.7,44.9,47.9,76.6,79.5
2023/9/9 18:00,62.4,54.9,53.3,55.3,51.5,47.8,45.1,48.2,76.5,77.6
2023/9/9 17:00,62.4,54.9,53.3,55.4,51.5,47.7,45.1,48.2,73.6,77.2
2023/9/9 16:00,62.2,54.9,53.4,55.6,51.8,47.8,45.2,48.4,71.2,79.6
2023/9/9 15:00,62,54.9,53.6,55.9,52.1,48.3,45.5,49,76.6,78.7
2023/9/9 14:00,61.8,54.9,53.7,56.2,52.4,48.6,45.8,49.8,78.5,79.6
2023/9/9 13:00,61.4,54.9,53.7,56.4,52.7,49,46.1,50.7,78.7,80.9
2023/9/9 12:00,60.8,54.8,53.6,56.7,52.9,49.2,46.2,51.6,80.2,84.4
2023/9/9 11:00,60.2,54.4,53.4,56.6,53,49.3,46.3,51.8,85.6,87.9
2023/9/9 10:00,60.1,54.1,53.4,56.7,53.2,49.3,46,51.1,78.2,79.8
2023/9/9 9:00,60.5,54.3,53.6,57.2,53.5,49.5,46,50.5,69.4,78.3
2023/9/9 8:00,60.8,54.4,53.8,57.6,53.8,49.4,45.6,49.8,68.4,80.3
2023/9/9 7:00,60.8,54.4,53.8,57.8,53.9,49.2,45.5,49.4,72.1,80.4
2023/9/9 6:00,60.4,54.3,53.8,57.8,53.9,49,45.3,48.7,77.6,80.5
2023/9/9 5:00,60.1,54.3,53.7,57.9,53.9,48.8,44.9,48.1,79.5,80.5
2023/9/9 4:00,59.8,54.2,53.8,58.2,54,48.5,44.8,47.8,78.4,79.9
2023/9/9 3:00,60,54.3,53.9,58.4,54.1,48.5,44.8,47.8,79.4,77.6
2023/9/9 2:00,60.1,54.3,53.7,58.5,54.2,48.5,44.9,47.8,80.7,76.5
2023/9/9 1:00,60.3,54.4,53.7,58.7,54.6,48.8,45,48,79.6,76.4
2023/9/9 0:00,60.5,54.6,53.9,59,55.1,49.1,45.4,48.4,78.4,78.7
2023/9/8 23:00,60.8,54.9,54.2,59.6,55.5,49.3,45.6,48.6,76,80.8
2023/9/8 22:00,60.8,54.9,54.5,60.1,55.8,49.4,45.8,48.7,76.2,79.3
2023/9/8 21:00,60.8,54.9,54.4,60.5,56,49.3,45.4,48.6,77,80.4
2023/9/8 20:00,60.7,54.8,54.5,60.8,56.1,49.2,45.5,48.8,76.1,81.4
2023/9/8 19:00,60.6,54.9,54.5,60.9,56.6,49.5,45.9,49.3,75,84.8
2023/9/8 18:00,60.3,55,54.4,61.2,57,49.7,45.7,49.2,73.8,84.3
2023/9/8 17:00,60.3,55.1,54.4,61.8,57.6,49.7,45.4,49.1,76.1,79.6
2023/9/8 16:00,60.2,54.6,54.2,62.5,58.1,49.6,45.5,48.9,76.9,82.5
2023/9/8 15:00,60.3,54.6,54.3,63,58.4,49.6,45.6,48.7,76.3,86.2
2023/9/8 14:00,60.6,54.8,54.4,63.6,58.6,49.6,45.5,48.1,81.6,89.8
2023/9/8 13:00,60.6,54.6,54.5,63.8,58.6,49.3,45.2,47.4,83.4,83.5
2023/9/8 12:00,60.6,54.5,54.7,64.1,58.8,49,45.4,47.2,75.6,76.1
2023/9/8 11:00,60.5,54.5,55.2,65,59.4,49.2,46.2,47.7,75.9,76.5
2023/9/8 10:00,60.1,54.7,55.5,66,60.1,49.5,46.6,48.3,75.1,74.4
2023/9/8 9:00,59.8,54.9,55.9,66.9,60.6,49.7,46.5,48.9,75.2,74.6
2023/9/8 8:00,59.6,55,56,67.1,60.8,50,46.3,49.5,75.1,77.1
2023/9/8 7:00,59.7,54.8,55.7,67.1,61,50.5,46.5,50,76.1,77.6
2023/9/8 6:00,59.7,54.6,55.3,66.5,61,50.9,46.8,50.6,75.1,77.8
2023/9/8 5:00,59.7,54.5,55.3,66.4,61,51.3,47,51,74.8,78.1
2023/9/8 4:00,60,54.4,55.2,66.3,61.2,51.7,47,50.7,74.1,79
2023/9/8 3:00,60.4,54.6,55.3,66.5,61.5,51.8,46.8,50.6,73.9,79.8
2023/9/8 2:00,60.6,54.8,55.6,67.5,61.8,51.6,46.9,50.7,74.5,78.6
2023/9/8 1:00,61,55.1,55.9,68.5,62.6,51.7,46.7,50.8,75.4,79
2023/9/8 0:00,61.3,55.6,56.4,69.6,63.5,52,46.8,50.8,75.1,78.8
2023/9/7 23:00,61.8,56.2,57,70.7,64.4,52.1,46.7,50.6,76.3,78.5
2023/9/7 22:00,61.7,56.4,57.3,71.7,64.8,51.5,46.4,50,77.1,80.2
2023/9/7 21:00,61.8,56.8,57.9,73,65.3,51,46.2,49.5,78.1,79.1
2023/9/7 20:00,62,57.2,58.5,74.7,65.9,50.4,46,49,76.8,77.9
2023/9/7 19:00,62,57.4,58.9,75.8,66.3,49.8,45.7,48.9,77.9,77.5
2023/9/7 18:00,62.2,57.6,59.4,76.9,66.6,49.4,45.8,49,79.1,78.1
2023/9/7 17:00,62.4,57.9,59.9,77.5,67,49.4,45.9,49.3,78.7,79
2023/9/7 16:00,62.4,58.2,60.4,77.8,67.1,49.1,45.9,49.5,77.6,78.9
2023/9/7 15:00,61.9,58.3,60.4,77.5,67.1,49,45.8,49.6,76.7,79.2
2023/9/7 14:00,61.3,58.5,60.5,77.3,67.1,48.9,45.7,49.4,78.3,78.1
2023/9/7 13:00,60.7,58.9,60.5,77.5,67.7,49.2,45.7,49.5,78.6,77.2
2023/9/7 12:00,60.6,59.1,60.3,78.1,68.6,49.8,46.2,49.8,78.7,77.4
2023/9/7 11:00,60.2,59,60.2,78.5,69.3,50.3,46.3,49.6,79.1,77.3
2023/9/7 10:00,59.9,59.5,60.8,78.8,69.9,50.6,46,48.8,79,76.1
2023/9/7 9:00,60,60.3,61.4,79.4,70.5,50.9,45.7,48.5,80,76.5
2023/9/7 8:00,60.1,60.6,61.8,79.8,70.9,50.6,45.6,48,80.3,77.4
2023/9/7 7:00,60.8,61.2,62.9,82,72.1,50.9,46,48.1,80.6,78.7
2023/9/7 6:00,61.3,62.7,64.6,84.1,73.4,51.3,46.6,48.4,81.1,79.6
2023/9/7 5:00,62,64.3,66.2,85.2,74.4,51.7,46.9,48.8,82.5,80.4
2023/9/7 4:00,62.3,65.1,67.3,85.5,75,51.8,47.1,48.9,81.9,81.6
2023/9/7 3:00,62.2,65.6,68.4,84.6,75.8,51.8,46.9,48.7,82.3,81.9
2023/9/7 2:00,62.4,66.2,69.4,82.6,76.8,51.7,46.8,48.5,81.9,81.7
2023/9/7 1:00,62.4,66.5,70.1,80.3,77.5,51.5,47,48.5,81.9,79.2
2023/9/7 0:00,62.2,66.2,69.9,77.7,77.5,51.3,47.4,48.6,80.3,77.6
2023/9/6 23:00,61.5,65.2,69.2,74.3,76.5,50.7,46.9,48.4,79.8,76.9
2023/9/6 22:00,61.2,64.3,67.6,71.2,75,50.5,46.9,48.5,78.2,76.4
2023/9/6 21:00,61.1,63.8,66.1,70.2,74.2,50.7,47.2,48.6,77.7,76.8
2023/9/6 20:00,60.9,63.7,65.6,68.6,73.4,50.9,46.6,48.2,77.1,76.3
2023/9/6 19:00,61.2,63.8,65.6,66.5,73.1,51.3,47.1,48.4,76.2,75.9
2023/9/6 18:00,61,63.7,66.2,65.9,72.7,50.8,46.8,48.1,78,75.3
2023/9/6 17:00,61.2,64,66.7,66.9,73.1,50.6,46.5,48.2,77.2,75.1
2023/9/6 16:00,61.1,64,66.8,67.1,73.7,50,46.8,48.5,76.2,75.4
2023/9/6 15:00,60.9,64,67.1,66.7,74.1,49.7,47,48.5,77.4,75.3
2023/9/6 14:00,60.7,64.2,67.4,66.3,74,49.7,46.9,48.4,77.9,76.2
2023/9/6 13:00,61.4,64.5,67.4,65.8,74,50.2,47.3,48.6,78.8,77.5
2023/9/6 12:00,61.4,64.5,67.1,65.6,74.1,50,46.8,48.2,78.8,77.3
2023/9/6 11:00,61.1,64.4,67.3,65.8,74.2,49.7,46.4,47.9,76.9,76.8
2023/9/6 10:00,60.8,64.4,67.2,65.7,74.6,49.8,46.6,47.8,77.7,76.8
2023/9/6 9:00,60.8,64.8,67.6,65.9,75.1,49.7,46.8,47.9,77.4,77.2
2023/9/6 8:00,60.6,64.8,67.4,65.7,75.2,49.2,46.5,47.7,76.8,78.5
2023/9/6 7:00,60.3,64.9,67.4,65.7,75,48.8,46.2,47.4,77.7,79.8
2023/9/6 6:00,60.3,65.1,67.5,65.9,75.1,48.7,46.2,47.4,78.4,80.6
2023/9/6 5:00,60.4,65.4,67.9,66.5,75.7,48.9,46.4,47.6,78.5,80.4
2023/9/6 4:00,60.9,65.8,68.2,66.7,76.6,49.1,46.6,47.8,77,78.2
2023/9/6 3:00,61.2,66.2,68.5,66.9,77.4,49,46.5,47.8,75,76.4
2023/9/6 2:00,61.4,66.8,69,67.1,78.2,49,46.4,47.7,76.1,76
2023/9/6 1:00,61.8,67.4,69.6,67.6,79,49.2,46.7,47.8,77.7,76.9
2023/9/6 0:00,62.5,68.2,70.5,68.1,79.3,49.5,46.7,48.3,78.5,76.7
2023/9/5 23:00,62.6,69,71.4,68.3,79.3,49.5,46.8,48.4,78.3,77.1
2023/9/5 22:00,62.6,69.7,72.4,68.4,79.7,49.8,47.4,48.7,78.1,76.7
2023/9/5 21:00,62.7,70.4,73.5,68.9,80.3,50,47.6,49,77.8,76.4
2023/9/5 20:00,63,71.2,74.6,69.2,80.8,50,47.7,49.2,77.4,76.2
2023/9/5 19:00,63.3,72.4,76.2,69.7,81.3,50.2,47.8,49.3,78.3,76.5
2023/9/5 18:00,63.8,73.4,78,70.3,82,50.6,48,49.7,79,76.8
2023/9/5 17:00,63.9,74.6,80.2,71,82.6,50.8,48.3,50,79.2,76.9
2023/9/5 16:00,63.5,75.3,82.5,71.4,83.4,50.8,48.5,50.1,78.5,76.5
2023/9/5 15:00,63.3,76,85.3,72.4,84.5,51,49.1,50.2,78.6,75.7
2023/9/5 14:00,63.7,76.8,86.7,73.2,85.3,51.3,49.2,50.1,78.3,75.3
2023/9/5 13:00,63.9,77.7,87.6,74,86,51.4,48.9,49.9,76.8,74.4
2023/9/5 12:00,63.8,78.5,89.5,75.2,87.2,51.7,49.1,49.9,77,74.3
2023/9/5 11:00,64,79.9,92.3,76.5,88.5,51.8,49.3,49.9,77.3,74.1
2023/9/5 10:00,64.7,82.5,95.3,78,89.8,52.2,49.9,50.3,77.5,74.2
2023/9/5 9:00,65.2,85.1,98.3,80,91.1,52.6,50.2,50.5,77.3,74.6
2023/9/5 8:00,65.1,88.6,101.7,82,92.3,52.9,50.6,50.6,76.9,74.6
2023/9/5 7:00,64.6,93.3,107.8,84.1,94.5,52.7,49.8,50.5,76.8,74.5
2023/9/5 6:00,64.2,97.3,119.6,88,97.9,52.4,49.4,50.9,75.5,74.4
2023/9/5 5:00,63.9,98.3,131.5,92,100.9,52.3,49.4,51.3,72.8,74.9
2023/9/5 4:00,63.6,100.2,140.8,95.6,103,52,49.1,51.5,70.4,75.5
2023/9/5 3:00,63.2,105.1,152.7,99.4,104.3,51.5,49.1,51.8,69.3,75.9
2023/9/5 2:00,62.9,110,159.3,99.9,104.4,51.3,49.3,52.6,68.7,76.6
2023/9/5 1:00,63.3,110.3,141.1,92.9,103.8,51.6,49.4,53.4,63.8,78.8
2023/9/5 0:00,63.7,103.1,85.7,82.2,102.1,51.9,50,54,58.2,80
2023/9/4 23:00,63.7,103.9,67,81,101.4,51.7,49.5,53.2,58,78.1
2023/9/4 22:00,63.6,109.7,66,81.6,102.1,51.4,49.4,52.7,59.4,76.5
2023/9/4 21:00,63.9,110.2,64.6,81.2,103.1,51.5,49.4,52.7,60.6,77.3
2023/9/4 20:00,63.9,85.9,63.7,81.3,102.9,51.2,49.5,52.4,60.4,76.9
2023/9/4 19:00,64.1,74.9,62.8,80.8,101.5,51.4,50,52.9,60.7,75.8
2023/9/4 18:00,64.3,74.3,62.8,80.7,102.2,52,50,53.2,59.6,75.3
2023/9/4 17:00,64.1,75.1,63.2,80.7,104.2,52.3,50,53.2,58,75.1
2023/9/4 16:00,64,75.7,64,81.9,106.9,52.9,50.5,53,58.3,74
2023/9/4 15:00,64.4,76.5,65.2,83.6,109.5,53.5,51.3,53.3,59.5,74
2023/9/4 14:00,64.5,77,65.9,85.1,111.9,54.2,52,53.7,60.3,75
2023/9/4 13:00,64.5,77.4,66.8,86.5,114.2,55.4,52.9,54.2,60.5,76
2023/9/4 12:00,63.9,77.1,67.4,87.6,115.7,55.9,52.9,53.9,59.5,75.5
2023/9/4 11:00,63.5,77.8,68.1,89.5,120,56.8,53.2,53.8,59.1,74.2
2023/9/4 10:00,63.5,78.6,69.4,92,126.1,58.1,54,54,59,73.8
2023/9/4 9:00,63.6,79.3,70.3,94.8,133,59.9,55.4,54.3,59,74.3
2023/9/4 8:00,63.7,79.3,70.8,99.6,141.4,61.7,56.2,55.4,58.9,75.6
2023/9/4 7:00,63.3,78.6,70.6,105.8,149.3,62.6,57.4,56.3,57.3,75.6
2023/9/4 6:00,62.3,78.6,69.3,111.2,154.4,62.7,58.9,57.4,55.8,76
2023/9/4 5:00,61.9,78.6,67.8,111.3,152.8,62.1,60.5,58.6,54.3,75.4
2023/9/4 4:00,61.5,78.2,65.9,102.7,131.3,58.2,61.1,58.9,53.5,74.9
2023/9/4 3:00,61.2,76.8,63.5,84.3,106.3,57.4,61.7,59.3,53.2,73.5
2023/9/4 2:00,61,75.1,61.8,71.2,86.8,57.2,62.5,59.7,52.8,71.3
2023/9/4 1:00,61,74.6,61.7,69.3,77.6,56.4,62,58.8,52.5,70.4
2023/9/4 0:00,61.1,75.3,62.3,69.3,79.6,55.8,60.8,56.8,52.3,70.3
2023/9/3 23:00,61.1,76.1,62.8,69.6,80.9,54.5,57.5,54.1,52.4,70.5
2023/9/3 22:00,61.4,77,63.3,70.4,79.9,53,53.6,53.2,52.7,70.6
2023/9/3 21:00,61.2,77.4,62.8,70.5,77,51.8,51.9,53.2,52.5,70.1
2023/9/3 20:00,60.9,77.8,63,71,72.8,51,51.8,53.1,52.1,69.6
2023/9/3 19:00,61.3,79.1,62.9,71.5,71.6,50.8,51.3,52.9,52.9,70.8
2023/9/3 18:00,61.6,81.1,63,72.1,71.7,50.8,50.7,52.3,53,72
2023/9/3 17:00,62.5,83.9,64,74.1,72.6,51.3,50.6,52.4,53.4,72.6
2023/9/3 16:00,63,87,64.5,75.7,73.5,51.1,50.2,52.2,53.6,71.5
2023/9/3 15:00,63,90.3,64.7,76.8,74.8,50.4,49,51.5,53.1,69.9
2023/9/3 14:00,63.5,91.2,65.1,77.8,75.7,50.4,49.2,51.9,53.5,69.8
2023/9/3 13:00,64,94.1,65.7,78.4,76.5,50.6,49.9,52.4,53.7,70.7
2023/9/3 12:00,64.4,99.8,66.5,79.5,77.6,50.7,50.1,52.7,53.9,70.7
2023/9/3 11:00,65,105.3,67.2,80.3,79,51,50.1,53.1,53.9,70.4
2023/9/3 10:00,65.2,110.9,68,81.9,80.6,51,50.6,53.8,53.8,69.8
2023/9/3 9:00,65.5,119.5,68.4,83.1,81.7,51.4,51.5,54.4,54.1,69.6
2023/9/3 8:00,66,126.9,67.9,83.6,81.2,51.7,51.2,55.1,54.7,69.5
2023/9/3 7:00,65.3,132.9,66.4,82.5,79.2,51.5,51.2,55.2,54.6,68.5
2023/9/3 6:00,64.4,136.8,64.5,79.7,77.6,51.3,52.2,54.4,54.4,70.8
2023/9/3 5:00,64,140.9,62.9,76.4,76.6,51.7,51.1,54.1,55.1,79.1
2023/9/3 4:00,62.9,131.4,61.9,72.2,77.1,52.1,51.8,55.5,55.7,81.3
2023/9/3 3:00,61.6,90.7,61.7,68.9,79,52.2,54,55.7,55.8,74.6
2023/9/3 2:00,60.8,63.6,61.1,68.2,81.7,52.2,53.5,54,56,74.4
2023/9/3 1:00,60.5,62,61,68.1,83.6,52.3,51.9,53.2,57,76.2
2023/9/3 0:00,60.5,61.7,60.6,68.2,84,51.9,51.1,53.6,57.7,75.8
2023/9/2 23:00,60.2,61.7,59.5,67.6,84.5,51.2,50.7,53.9,57.2,72.9
2023/9/2 22:00,60.1,62.2,58.9,67.3,84.3,51.1,51.7,54,56.5,71.9
2023/9/2 21:00,60.2,62.8,58.7,66.6,86.5,51.2,51.1,51.9,57,72.1
2023/9/2 20:00,60.5,63,58.7,65.8,91.6,51.3,48.8,50.5,57.9,71.6
2023/9/2 19:00,60.5,62.6,58.6,64.7,96.6,51.5,49.1,50.7,57.8,71.7
2023/9/2 18:00,60.5,62.6,58.6,64.2,99.9,51.6,48.9,51.3,58.4,72.1
2023/9/2 17:00,60.6,62.8,58.8,64.2,105.1,51.9,49.7,52.2,59.1,72.8
2023/9/2 16:00,60.6,63,58.7,64.1,106,52,50.4,53.1,59.9,72.2
