RECORD_TIME,D,E,F,G,H,I,J,K,L,M
2023/9/26 8:00,64.5,181.8,174.1,163.5,197,135,164.9,142.7,141.2,125.5
2023/9/26 7:00,64.1,211.8,205.3,206.2,204.9,145.5,225.4,155.2,142.3,118.6
2023/9/26 6:00,63.1,208.5,203.7,205,197.9,142.1,214.2,141.5,119.4,98.7
2023/9/26 5:00,63.2,206.5,204.7,205.6,203.5,148.9,222.7,147.8,127.4,110.5
2023/9/26 4:00,63.7,179.1,203,214.6,218.9,157.7,240.6,162.3,143.5,126.1
2023/9/26 3:00,68.4,92.8,141.7,59,86.9,89.9,200.7,120.1,120.7,119.3
2023/9/26 2:00,67.8,75.2,136.1,54.8,51.9,51.7,96.4,63.3,60.1,85.3
2023/9/26 1:00,67.3,62,75.1,52.5,48.4,48,44.1,51.9,49.9,79.3
2023/9/26 0:00,66.6,59.5,62.5,50.9,46.5,46.3,43.4,50.8,49.3,79.5
2023/9/25 23:00,65.4,57.3,57.5,49.8,45.3,44.7,42.4,49.3,48.4,80.4
2023/9/25 22:00,65.2,56.7,55,49.8,45.3,44.3,42.4,48.9,48.4,81.7
2023/9/25 21:00,66,57,55.4,50.2,45.8,44.9,43.2,49.2,48.8,82.7
2023/9/25 20:00,65.6,56.3,55,49.8,45.4,44.6,42.8,48.8,48.8,83.1
2023/9/25 19:00,64.9,55.7,55.1,49.6,45.3,44.4,42.5,48.4,48.7,83.3
2023/9/25 18:00,65.1,56,55.6,49.9,45.5,44.5,42.7,48.4,49.1,84
2023/9/25 17:00,64.7,55.8,55.9,49.7,45.3,44.1,42.4,47.9,49,83.5
2023/9/25 16:00,64.6,55.9,56.5,49.8,45.3,44,42.4,47.7,49,82.6
2023/9/25 15:00,64.7,56.1,57.1,49.9,45.4,44.1,42.5,47.7,49.3,81.4
2023/9/25 14:00,64.4,56.1,57.5,49.8,45.1,43.8,42.2,47.6,49.1,80.2
2023/9/25 13:00,64.6,56.5,58.5,50.1,45.3,44,42.3,47.9,49.1,79.5
2023/9/25 12:00,65.2,57.1,59.7,50.7,45.8,44.5,42.9,48.7,49.6,77.9
2023/9/25 11:00,65.8,57.8,60.9,51.2,46.3,45.1,43.4,49,49.8,75.6
2023/9/25 10:00,66.1,58.3,62.1,51.5,46.5,45.2,43.5,49,49.8,74.9
2023/9/25 9:00,65.8,58.4,62.9,51.4,46.3,45.1,43.3,48.8,49.5,73.8
2023/9/25 8:00,65.7,58.8,63.9,51.6,46.5,45.3,43.6,49.1,49.7,72.9
2023/9/25 7:00,66,59.3,64.6,51.9,46.8,45.7,43.9,49.6,50.1,73.6
2023/9/25 6:00,65.3,59.3,65,51.9,46.6,45.5,43.6,49.2,49.9,73.5
2023/9/25 5:00,66.1,60.5,65.6,52.7,47.5,46.7,44.8,49.9,51.2,76.5
2023/9/25 4:00,65.9,60.6,64.7,52.3,47.2,46.4,44.5,49.7,51.2,77.9
2023/9/25 3:00,65.1,60,63.9,51.7,46.6,45.7,43.8,49.1,50.4,78.8
2023/9/25 2:00,65.2,60.1,63.9,51.6,46.7,45.7,43.7,48.8,50.3,76.5
2023/9/25 1:00,65.5,61,64.9,51.7,46.8,45.9,43.9,49.2,50.7,72.7
2023/9/25 0:00,65.9,62.2,66.4,51.8,47,46,44.1,49.4,50.9,74.2
2023/9/24 23:00,66.6,63.1,67,51.6,47,46.1,44.1,49.5,51.1,74.8
2023/9/24 22:00,66.7,63.3,67.1,51.2,46.7,45.7,43.8,49.1,50.9,75.1
2023/9/24 21:00,66.7,63.5,66.8,50.9,46.6,45.7,43.7,48.9,51,76.8
2023/9/24 20:00,66.8,63.3,65.7,50.6,46.6,45.7,43.7,48.8,51,79.1
2023/9/24 19:00,66.6,62.6,63.9,50.2,46.4,45.4,43.5,48.5,50.9,79.4
2023/9/24 18:00,66.6,62.3,62.7,50.1,46.6,45.6,43.7,48.6,51.1,79.1
2023/9/24 17:00,66,61.5,61.3,49.8,46.4,45.4,43.6,48.5,51.1,80.8
2023/9/24 16:00,65,60.2,59.3,49.4,46.2,45.1,43.4,48.1,51,80.6
2023/9/24 15:00,64.7,58.8,57.2,49.1,46.1,44.9,43.3,47.8,51,79.9
2023/9/24 14:00,64.3,57.1,54.6,48.8,45.8,44.5,43,47.3,50.7,83.8
2023/9/24 13:00,63.9,55.6,51.8,48.5,45.6,44.2,42.9,47.1,50.4,92.8
2023/9/24 12:00,63.7,54.6,50.4,48.5,45.8,44.3,43.1,47.1,50.1,97.1
2023/9/24 11:00,63.2,54.5,50.5,48.7,46.1,44.5,43.3,47.4,50.2,77.8
2023/9/24 10:00,62.7,54.5,50.5,48.9,46.2,44.9,43.5,47.7,50.6,73.5
2023/9/24 9:00,62.2,54.5,50.6,48.9,46.3,45,43.7,47.9,50.9,74.2
2023/9/24 8:00,61.3,54.2,50.5,48.8,46.2,44.9,43.5,47.8,50.9,75.2
2023/9/24 7:00,60.4,53.9,50.3,48.6,46,44.6,43.3,47.7,50.9,77.8
2023/9/24 6:00,60.2,53.8,50.4,48.8,46.1,44.8,43.4,47.9,51.2,78.1
2023/9/24 5:00,60,53.6,50.3,48.9,46.2,44.9,43.5,48.1,51.3,75.6
2023/9/24 4:00,59.7,53.4,50.2,48.8,46.2,44.8,43.4,48.2,51.5,75.2
2023/9/24 3:00,59.7,53.5,50.2,48.9,46.2,44.9,43.5,48.5,51.6,78
2023/9/24 2:00,59.5,53.5,50.1,48.7,46.1,44.8,43.3,48.5,51,79.8
2023/9/24 1:00,59.7,53.7,50.1,48.7,46.1,44.9,43.4,48.5,50.3,77.5
2023/9/24 0:00,60,53.8,50,48.6,46.1,44.8,43.3,48,49.7,72.8
2023/9/23 23:00,60.7,53.9,49.7,48.3,45.8,44.5,43,46.8,49.4,62.2
2023/9/23 22:00,61.9,54.3,49.8,47.9,45.4,44,42.6,45,49.6,56.2
2023/9/23 21:00,64.9,55.9,50.4,48.1,45.6,44.3,42.9,45,50.2,58.1
2023/9/23 20:00,66.8,56.3,50.7,48.5,45.8,44.6,43,45.8,50.8,63.3
2023/9/23 19:00,67.9,56.5,50.8,48.7,45.9,44.6,42.9,46.7,51.2,70.6
2023/9/23 18:00,67.4,56.2,50.5,48.6,46.1,45,43.2,48,52.2,79.4
2023/9/23 17:00,67.1,55.3,50.4,48.6,46.1,45,43.4,48.4,51.8,84.3
2023/9/23 16:00,66.6,54.8,50,48.2,45.8,44.7,43.1,48.1,51,87.7
2023/9/23 15:00,65.4,54.3,49.7,48,45.6,44.4,42.8,47.9,50.4,77.7
2023/9/23 14:00,64.2,54.2,49.9,48.2,45.7,44.5,42.9,48,50.6,73
2023/9/23 13:00,63.8,54.6,50.3,48.5,46.2,44.9,43.4,48.5,51.2,73.9
2023/9/23 12:00,63.1,54.5,50.1,48.4,46,44.9,43.3,48.7,51.4,72.9
2023/9/23 11:00,62.9,54.3,50,48.2,45.9,44.7,43.2,48.6,51.4,72
2023/9/23 10:00,63.3,54.3,50.1,48.2,45.9,44.7,43.2,48.7,51.4,71.6
2023/9/23 9:00,63.3,54.3,50.3,48.3,46.1,44.8,43.3,49.1,51.5,73.5
2023/9/23 8:00,63.6,54.6,50.5,48.6,46.4,45.4,43.7,49.9,52.1,77.3
2023/9/23 7:00,63.8,54.6,50.4,48.6,46.4,45.5,43.9,50.2,52.3,83.1
2023/9/23 6:00,63.7,54.2,50.1,48.2,46.1,45.3,43.5,49.9,52.3,93.4
2023/9/23 5:00,63.7,54.1,50,48,45.8,45,43.3,49.3,52.4,102.7
2023/9/23 4:00,63.5,54,49.8,47.9,45.7,45,43.1,49.1,51.9,100.6
2023/9/23 3:00,63.6,53.8,49.7,47.9,45.6,44.9,43,48.8,51.5,102.3
2023/9/23 2:00,63.6,53.9,49.8,47.9,45.7,44.8,43,48.7,51.8,81.9
2023/9/23 1:00,63.6,54,49.8,47.9,45.8,44.8,43,48.7,52.1,71.1
2023/9/23 0:00,63.5,54.1,49.8,47.9,45.8,44.8,43.1,48.8,52.5,72.9
2023/9/22 23:00,63.9,54.5,50.1,48.1,46,45,43.5,49.2,53.2,79.1
2023/9/22 22:00,64.5,54.8,50.1,48.2,46,45,43.6,49.4,53.3,91.2
2023/9/22 21:00,64.6,54.8,49.9,47.9,45.8,44.6,43.2,48.8,53.1,88.2
2023/9/22 20:00,64.9,55,49.9,47.9,45.7,44.6,43.1,48.5,53.6,72.4
2023/9/22 19:00,65.3,55.2,49.9,47.9,45.8,44.6,43.1,48.5,53.5,71.2
2023/9/22 18:00,65.6,55.4,50,48.1,45.9,44.6,43.2,48.5,53.8,73.4
2023/9/22 17:00,65.2,55.3,49.9,48,45.8,44.5,43.1,48.3,54.2,77.7
2023/9/22 16:00,64.6,55.2,49.8,47.9,45.7,44.4,43,48,54.2,80.3
2023/9/22 15:00,64.4,55,49.8,47.8,45.7,44.4,42.9,47.8,53.9,79.3
2023/9/22 14:00,64.3,54.9,49.6,47.8,45.7,44.4,42.8,47.7,51.9,77.6
2023/9/22 13:00,63.7,54.6,49.7,47.7,45.6,44.3,42.8,47.7,50.8,74.7
2023/9/22 12:00,63.5,54.6,49.8,48,45.7,44.4,42.9,47.9,51.3,74.4
2023/9/22 11:00,63.7,54.8,50.1,48.2,46,44.7,43.2,48.3,52.1,76.1
2023/9/22 10:00,64.1,55.2,50.3,48.6,46.3,45.1,43.5,48.6,53,74.9
2023/9/22 9:00,64.2,55.2,50.3,48.5,46.4,45.2,43.6,48.5,53.8,74.6
2023/9/22 8:00,63.8,54.7,50,48.2,46,44.8,43.3,48.1,54,74.5
2023/9/22 7:00,63.5,54.4,49.9,48,45.9,44.5,43,47.8,53.4,76.1
2023/9/22 6:00,64.3,55,50.4,48.5,46.4,45.1,43.6,48.5,53.8,76.4
2023/9/22 5:00,64.9,55.5,50.7,48.9,46.7,45.5,44,49,54.4,75.1
2023/9/22 4:00,65,55.4,50.5,48.7,46.6,45.5,44,49,54.7,75.2
2023/9/22 3:00,64.9,55.1,50.2,48.5,46.3,45.3,43.7,48.7,55.1,75
2023/9/22 2:00,64.6,54.8,50,48.2,46.1,44.9,43.4,48.3,53.3,75.1
2023/9/22 1:00,64.1,54.4,49.9,48.1,45.9,44.6,43.1,47.8,51.7,78.3
2023/9/22 0:00,64.2,54.4,50.2,48.4,46.2,44.9,43.4,48.2,52.6,84.2
2023/9/21 23:00,64.5,54.6,50.5,48.6,46.5,45.3,43.7,48.6,53.3,85.2
2023/9/21 22:00,63.8,54.1,50.1,48.2,46,44.9,43.2,48.2,53,75.1
2023/9/21 21:00,62.9,53.8,50,48,45.8,44.7,42.9,48,51.9,77.1
2023/9/21 20:00,63,54.1,50.3,48.4,46.2,45.2,43.3,48.5,52.1,79.2
2023/9/21 19:00,63,54.3,50.3,48.5,46.2,45.4,43.4,48.6,52.2,78.1
2023/9/21 18:00,62.4,54,50,48.1,45.9,45,43,48.1,51.7,74.5
2023/9/21 17:00,62.3,53.8,50,48.1,45.8,44.9,42.9,47.9,51.5,74.6
2023/9/21 16:00,62.6,53.9,50.3,48.3,46.1,45.2,43.2,48,52.1,78.3
2023/9/21 15:00,62.5,54.1,50.4,48.5,46.3,45.3,43.3,48,52,80.4
2023/9/21 14:00,62,54.2,50.5,48.6,46.4,45.5,43.4,47.9,51.8,80.8
2023/9/21 13:00,61.9,54.5,50.6,48.7,46.6,45.7,43.5,47.9,52,77.8
2023/9/21 12:00,62.2,54.6,50.8,48.9,46.7,45.7,43.7,47.9,52.2,74.7
2023/9/21 11:00,62.3,54.6,50.7,48.9,46.6,45.6,43.5,47.9,52.2,74.4
2023/9/21 10:00,62.5,54.6,50.7,48.9,46.5,45.5,43.5,47.8,52.2,74.2
2023/9/21 9:00,62.2,54.5,50.6,48.8,46.5,45.4,43.4,47.7,52.2,73.6
2023/9/21 8:00,62.1,54.5,50.7,48.8,46.5,45.5,43.5,47.8,52.3,73.2
2023/9/21 7:00,62.3,54.8,50.8,49,46.6,45.6,43.6,48,52.5,74.6
2023/9/21 6:00,62,54.6,50.6,48.7,46.4,45.4,43.4,47.8,52.4,75.9
2023/9/21 5:00,61.7,54.6,50.4,48.5,46.2,45.1,43.2,47.6,52.1,78.1
2023/9/21 4:00,61.4,54.6,50.4,48.4,46.1,45,43.1,47.5,51.7,78.4
2023/9/21 3:00,61.5,54.6,50.4,48.4,46.1,44.9,43,47.3,51.9,79.8
2023/9/21 2:00,61.8,54.6,50.3,48.3,46,44.8,42.9,47.1,52,82.2
2023/9/21 1:00,61.8,54.6,50.3,48.2,45.9,44.6,42.8,47,52.2,82.6
2023/9/21 0:00,61.8,54.6,50.3,48.2,45.8,44.5,42.8,46.9,52.5,82
2023/9/20 23:00,61.9,54.5,50.3,48.2,45.8,44.4,42.7,46.8,52.4,81.7
2023/9/20 22:00,62.1,54.6,50.4,48.3,45.9,44.7,42.9,46.9,52.3,82.5
2023/9/20 21:00,62.2,54.6,50.5,48.4,46,44.8,43.1,47,52,81.5
2023/9/20 20:00,62.4,54.5,50.4,48.3,46,45,43.1,47,52.2,80.8
2023/9/20 19:00,62.2,54.1,50,48,45.6,44.6,42.7,46.7,51.9,80.4
2023/9/20 18:00,62.1,53.8,49.6,47.7,45.2,44.3,42.4,46.6,51.2,79.1
2023/9/20 17:00,62.1,53.5,49.5,47.6,45.2,44.3,42.3,46.5,50.9,77.5
2023/9/20 16:00,62.3,53.4,49.4,47.7,45.2,44.4,42.3,46.6,50.9,77.8
2023/9/20 15:00,62.8,53.5,49.5,47.9,45.3,44.5,42.5,46.9,51,79.1
2023/9/20 14:00,63.1,53.5,49.4,47.9,45.3,44.5,42.5,47.2,51.2,80.7
2023/9/20 13:00,63.1,53.6,49.4,48.1,45.3,44.6,42.6,47.3,51.4,81.1
2023/9/20 12:00,63.1,53.7,49.7,48.3,45.5,44.7,42.7,47.4,51.7,81.9
2023/9/20 11:00,63.2,54,49.9,48.5,45.7,45,42.9,47.6,51.6,83.7
2023/9/20 10:00,62.7,54,50,48.6,45.8,45.1,43.1,47.6,51.6,81.7
2023/9/20 9:00,62,54.1,50.1,48.6,45.8,45.1,43,47.5,51.5,80.6
2023/9/20 8:00,61.6,54.2,50.1,48.5,45.7,44.9,42.8,47.1,51.3,79.5
2023/9/20 7:00,61.6,54.3,50.3,48.5,45.7,44.9,42.7,46.9,51.3,75.7
2023/9/20 6:00,61.7,54.5,50.7,48.8,46,45.1,43,47.1,51.7,74.2
2023/9/20 5:00,62.1,54.8,50.9,49.1,46.2,45.5,43.2,47.4,52.3,75.1
2023/9/20 4:00,62.2,54.8,50.9,49.1,46.2,45.5,43.2,47.4,52.4,76.7
2023/9/20 3:00,61.8,54.6,50.8,49,45.9,45.2,42.9,47.1,52.1,77.6
2023/9/20 2:00,62.3,54.8,50.9,49.1,46.1,45.3,43,47.2,52.2,78.7
2023/9/20 1:00,62.7,55.2,51,49.2,46.2,45.3,43.2,47.4,52.5,80.2
2023/9/20 0:00,63.1,55.5,51.1,49.3,46.3,45.5,43.4,47.6,52.7,81.4
2023/9/19 23:00,63.5,55.7,51,49.2,46.4,45.4,43.4,47.8,52.9,78.8
2023/9/19 22:00,63.7,55.5,50.7,49,46.2,45.2,43.4,47.8,53,78.8
2023/9/19 21:00,63.5,54.9,50.5,48.7,45.9,44.9,43.1,47.5,52.5,79.5
2023/9/19 20:00,63.2,54.7,50.4,48.7,45.9,44.9,43,47.6,52.5,78.1
2023/9/19 19:00,62.7,54.7,50.4,48.8,45.9,44.9,43.1,47.6,52.5,75.7
2023/9/19 18:00,61.9,54.4,50.2,48.5,45.7,44.8,42.8,47.4,52,76.1
2023/9/19 17:00,61.4,54.2,50.2,48.5,45.6,44.8,42.8,47.5,52,75.3
2023/9/19 16:00,61.4,54.4,50.4,48.7,45.8,45,42.9,47.6,52.1,74.2
2023/9/19 15:00,61.7,54.5,50.5,48.8,46,45.3,43.1,47.6,52.2,74.7
2023/9/19 14:00,61.8,54.4,50.2,48.6,45.7,45.1,42.9,47.3,52.2,79
2023/9/19 13:00,61.4,54.1,50,48.3,45.4,44.7,42.5,47.2,52.1,77.6
2023/9/19 12:00,61.6,54.3,50.2,48.5,45.6,44.8,42.8,47.5,52.4,75.4
2023/9/19 11:00,62.1,54.6,50.6,48.9,45.9,45.1,43.1,47.9,52.9,77
2023/9/19 10:00,62.2,54.6,50.4,49,45.9,45.2,43.2,47.9,52.3,81.6
2023/9/19 9:00,62.4,54.7,50.6,49,46,45.3,43.3,47.8,52.3,86.1
2023/9/19 8:00,62.6,55,50.8,49.1,46.1,45.4,43.4,47.6,52.5,88.1
2023/9/19 7:00,62.8,55,50.7,49.1,46.1,45.4,43.4,47.6,52.7,76.3
2023/9/19 6:00,62.6,54.7,50.6,49,45.9,45.1,43.1,47.3,52.5,75.2
2023/9/19 5:00,62.7,54.9,50.8,49.1,46,45.2,43.2,47.6,52.6,77.5
2023/9/19 4:00,63.1,55.2,51.3,49.5,46.4,45.7,43.7,48,53,81.8
2023/9/19 3:00,63.2,55.4,51.6,49.8,46.7,46,44,48.3,53.2,79.8
2023/9/19 2:00,62.7,55.3,51.4,49.6,46.6,45.9,43.8,48.4,53.2,79.5
2023/9/19 1:00,62.3,55,51.3,49.4,46.3,45.8,43.6,48.3,52.9,80.1
2023/9/19 0:00,61.7,54.8,51.1,49.2,46.1,45.6,43.3,48.1,52.7,77.8
2023/9/18 23:00,61.5,54.6,51,49.1,46,45.6,43.2,47.9,52.7,75.9
2023/9/18 22:00,61.8,54.7,51.1,49.1,46.1,45.8,43.4,47.8,53.1,78.4
2023/9/18 21:00,61.5,54.4,50.7,48.7,45.7,45.4,42.9,47.4,53.2,80.1
2023/9/18 20:00,61.2,54,50.4,48.4,45.4,45,42.6,47.2,53.3,80.4
2023/9/18 19:00,61.6,54.2,50.5,48.4,45.5,45,42.5,47.2,53.3,79.5
2023/9/18 18:00,61.8,54.3,50.6,48.4,45.6,45,42.6,47.2,53,77.4
2023/9/18 17:00,61.8,54.2,50.5,48.4,45.6,45,42.6,47.3,53.1,79.4
2023/9/18 16:00,61.6,54,50.5,48.4,45.5,44.9,42.5,47.3,53.1,84.8
2023/9/18 15:00,62,54.3,50.7,48.6,45.7,45.1,42.8,47.5,52.8,78.2
2023/9/18 14:00,62.5,54.6,51,48.9,46,45.5,43.2,47.8,53,74.8
2023/9/18 13:00,62.6,54.5,50.8,48.8,45.9,45.3,43.1,47.7,53.1,74.6
2023/9/18 12:00,62.3,54.4,50.8,48.6,45.7,45.1,42.9,47.7,53.1,74.9
2023/9/18 11:00,62.1,54.5,50.9,48.6,45.8,44.9,42.8,47.6,53.1,74.5
2023/9/18 10:00,62.8,55.2,51.5,49.1,46.3,45.5,43.5,48.4,54,76
2023/9/18 9:00,62.6,55.1,51.3,48.8,46,45.2,43.2,48.5,54.5,79.1
2023/9/18 8:00,62.1,54.6,51,48.6,45.7,44.8,42.9,48.3,54.1,80.6
2023/9/18 7:00,62.3,54.7,51.1,48.8,45.8,44.9,42.9,48.5,54.5,82.2
2023/9/18 6:00,62.4,54.8,51.4,48.9,46,45,43.1,48.5,55,83.6
2023/9/18 5:00,62.6,55.1,51.6,49.2,46.4,45.5,43.4,48.7,54.8,83.1
2023/9/18 4:00,63.4,55.5,52,49.6,46.8,45.8,43.8,49.1,54,83.1
2023/9/18 3:00,63.5,55.7,52.2,49.6,46.8,45.8,43.8,49.1,53.7,81.6
2023/9/18 2:00,63.4,55.7,52.1,49.5,46.7,45.8,43.7,48.9,53.5,82.5
2023/9/18 1:00,63.6,55.9,52.2,49.7,46.9,46,43.8,49.2,53.8,84.6
2023/9/18 0:00,63.8,56.2,52.3,49.8,47.1,46.3,44.1,49.3,54.3,83.6
2023/9/17 23:00,63.7,56,52.2,49.7,47.1,46.3,44.1,49.4,54.5,85
2023/9/17 22:00,63.6,55.9,52.1,49.7,47,46.3,44.1,49.2,53.9,95.9
2023/9/17 21:00,63.4,55.7,51.9,49.5,46.9,46.1,43.9,48.9,53.5,101.6
2023/9/17 20:00,63.1,55.6,51.7,49.4,46.8,46,43.8,48.7,53.1,93.6
2023/9/17 19:00,62.9,55.5,51.8,49.4,46.7,45.9,43.7,48.6,52.8,85.3
2023/9/17 18:00,62.8,55.5,51.9,49.5,46.7,45.8,43.7,48.5,52.6,85.9
2023/9/17 17:00,62.8,55.4,51.8,49.6,46.9,45.9,43.8,48.6,52.8,84.8
2023/9/17 16:00,63,55.4,51.8,49.7,47,46.1,44,48.7,53,79.8
2023/9/17 15:00,63.1,55.4,51.8,49.8,47,46.1,44,48.8,53,78.4
2023/9/17 14:00,62.7,55.1,51.5,49.6,46.8,45.9,43.8,48.6,52.8,79.9
2023/9/17 13:00,62.3,54.8,51.3,49.5,46.7,45.6,43.6,48.4,52.1,79.2
2023/9/17 12:00,62.4,54.8,51.6,49.8,46.9,45.8,43.8,48.4,52,79.1
2023/9/17 11:00,62.8,54.7,51.8,50,47,45.9,43.9,48.5,52,79.3
2023/9/17 10:00,62.5,54.6,51.9,50.1,47.1,45.9,43.8,48.5,51.8,78.1
2023/9/17 9:00,62.6,54.9,52.4,50.5,47.5,46.3,44.2,48.8,52.1,76.8
2023/9/17 8:00,62.8,55.3,52.5,50.6,47.7,46.5,44.4,49.1,52.6,77.9
2023/9/17 7:00,62.5,55.3,52.5,50.5,47.5,46.3,44.2,48.9,52.6,77.7
2023/9/17 6:00,62.5,55.3,52.4,50.4,47.4,46.1,44.1,48.8,52.5,77.6
2023/9/17 5:00,62.9,55.4,52.6,50.6,47.4,46.2,44.2,48.9,52.5,77.9
2023/9/17 4:00,63.4,55.8,52.8,50.9,47.6,46.4,44.5,49.3,52.6,79.4
2023/9/17 3:00,63.8,56.2,52.8,50.9,47.7,46.5,44.5,49.5,52.9,80.8
2023/9/17 2:00,64.1,56.2,52.7,50.8,47.6,46.5,44.5,49.4,52.7,81.3
2023/9/17 1:00,64.5,56.2,52.7,50.7,47.5,46.4,44.4,49.2,52.4,81.8
2023/9/17 0:00,64.6,56.1,52.4,50.5,47.5,46.3,44.2,49,52.2,83.9
2023/9/16 23:00,64.8,56.1,52.2,50.5,47.4,46.2,44.1,48.9,52.1,84.7
2023/9/16 22:00,65.4,56.2,52.1,50.4,47.3,46.2,44,48.8,52.2,86.6
2023/9/16 21:00,65.9,56.1,52,50.3,47.1,46,43.8,48.6,52.1,88.2
2023/9/16 20:00,66.1,55.7,51.7,50.2,46.8,45.6,43.7,48.4,52,90.1
2023/9/16 19:00,66.1,55.3,51.4,50,46.5,45.4,43.4,47.9,51.8,87.3
2023/9/16 18:00,65.8,55.1,51.4,49.8,46.5,45.3,43.3,47.8,51.6,83.9
2023/9/16 17:00,65.9,55.1,51.5,50,46.7,45.5,43.5,47.9,51.7,83.5
2023/9/16 16:00,66,55.2,51.8,50.2,47,45.7,43.8,48.2,52,84.9
2023/9/16 15:00,65.8,55.1,51.7,50.1,46.9,45.8,43.8,48.3,52.1,85.4
2023/9/16 14:00,65.5,55,51.7,50,47,45.8,43.9,48.3,52,84.5
2023/9/16 13:00,65.3,55.2,51.9,50.1,47.1,46,43.9,48.3,52.1,83.2
2023/9/16 12:00,65,55.2,52,50,47,46,43.9,48.2,52.3,84.2
2023/9/16 11:00,65.2,55.3,51.9,50,46.9,46,43.9,48,52.5,84.6
2023/9/16 10:00,65,55.2,51.9,50,46.8,45.9,43.8,47.9,52.6,82.9
2023/9/16 9:00,64.2,55.1,51.7,49.9,46.8,45.9,43.8,47.9,52.3,82.5
2023/9/16 8:00,63.5,55.2,51.9,50,46.8,45.9,43.9,48,52.5,82.9
2023/9/16 7:00,63.4,55.4,51.9,50.3,46.9,46,44.1,48,52.8,82.5
2023/9/16 6:00,63.5,55.7,51.9,50.3,46.9,46.1,44.1,48.1,53,81.4
2023/9/16 5:00,63.7,55.9,52,50.3,46.9,46.1,44.1,48.1,53.1,81.1
2023/9/16 4:00,64,56,51.9,50.2,46.8,45.9,44,47.9,53.4,80.9
2023/9/16 3:00,64.1,56,51.7,50,46.7,45.7,43.9,47.7,53.3,80.3
2023/9/16 2:00,64.4,56.1,51.8,50.1,46.8,45.8,44,47.8,53.9,80.3
2023/9/16 1:00,64.7,56.2,51.7,50.1,46.7,45.8,44,47.8,54.4,80.7
2023/9/16 0:00,64.7,55.8,51.3,49.8,46.4,45.5,43.7,47.5,54.7,82.1
2023/9/15 23:00,64.7,55.6,51.1,49.6,46.2,45.2,43.4,47.2,55.3,82.7
2023/9/15 22:00,64.7,55.4,51,49.5,46.1,44.9,43.3,47,56.3,84.8
2023/9/15 21:00,64.6,55.4,51,49.5,46.2,44.9,43.5,47.1,58,86.1
2023/9/15 20:00,64,55.1,50.8,49.3,46,44.7,43.4,47,59.9,89
2023/9/15 19:00,63.2,54.8,50.6,49.1,45.8,44.4,43.1,46.9,61.8,90.9
2023/9/15 18:00,62.6,54.3,50.4,48.8,45.4,43.9,42.8,46.7,64,92.3
2023/9/15 17:00,62.5,54.1,50.5,48.9,45.6,44.1,43,46.7,66.6,91.6
2023/9/15 16:00,63.3,54.6,51,49.4,46.1,44.8,43.6,47.5,66.8,87.8
2023/9/15 15:00,63.5,54.5,51.1,49.4,46.1,44.8,43.6,47.7,66.1,86.6
2023/9/15 14:00,63.1,54.2,51,49.2,46,44.8,43.5,47.6,67.4,87.7
2023/9/15 13:00,63.1,54.3,51.3,49.4,46.2,45,43.6,47.7,67,82.8
2023/9/15 12:00,63.1,54.4,51.5,49.6,46.4,45.4,43.9,48,66,82.7
2023/9/15 11:00,62.9,54.5,51.5,49.5,46.5,45.5,44,48.2,66.5,82.5
2023/9/15 10:00,62.9,54.6,51.6,49.5,46.6,45.6,44,48.4,67.2,80.5
2023/9/15 9:00,63.4,55.1,52,49.8,47,46.2,44.5,49,66.9,79.8
2023/9/15 8:00,63.9,55.5,52.3,50.1,47.4,46.7,44.8,49.3,66.4,83.3
2023/9/15 7:00,64,55.7,52.4,50.2,47.6,46.9,44.8,49.3,66.7,91.2
2023/9/15 6:00,63.9,55.8,52.6,50.2,47.7,47.1,44.9,49.3,69,87.1
2023/9/15 5:00,63.6,55.8,52.7,50.2,47.7,47.2,44.8,49.3,69,82.7
2023/9/15 4:00,63.4,55.9,52.8,50.3,47.8,47.2,44.9,49.4,68.4,86
2023/9/15 3:00,63.2,55.9,52.8,50.3,47.8,47.1,44.8,49.3,68.6,94.2
2023/9/15 2:00,63,55.8,52.8,50.4,47.8,47.2,44.9,49.4,69.7,100.7
2023/9/15 1:00,63,55.8,52.8,50.5,47.8,47.2,44.8,49.4,72.2,89.8
2023/9/15 0:00,62.7,55.8,52.8,50.6,47.8,47.2,44.9,49.5,73.9,91.5
2023/9/14 23:00,62.9,56.1,52.9,50.8,48,47.4,45.1,49.8,70.8,94.2
2023/9/14 22:00,62.8,56.1,52.7,50.7,48,47.5,45.1,49.9,67.7,84.3
2023/9/14 21:00,62.4,55.7,52.4,50.3,47.6,47.1,44.6,49.4,67.7,85
2023/9/14 20:00,62.4,55.6,52.6,50.4,47.6,47.1,44.6,49.2,68.8,88.6
2023/9/14 19:00,62.8,55.6,52.7,50.6,47.7,47.2,44.7,49.2,69.6,85.2
2023/9/14 18:00,63.1,55.6,52.8,50.6,47.8,47.2,44.7,49,69.5,83.5
2023/9/14 17:00,63.4,55.6,52.8,50.7,47.7,47.1,44.6,48.9,69.3,83.6
2023/9/14 16:00,63.7,55.4,52.8,50.7,47.7,47,44.6,48.7,69.3,83.1
2023/9/14 15:00,63.8,55.3,52.7,50.7,47.6,46.9,44.5,48.6,69.6,82.5
2023/9/14 14:00,63.6,55.1,52.7,50.6,47.5,46.7,44.4,48.4,69.4,83.1
2023/9/14 13:00,63.2,54.9,52.4,50.5,47.4,46.6,44.3,48.3,69,85.4
